"BACKGROUND: Community violence is an important social determinant of health in many high-poverty, urban communities. OBJECTIVE: The purpose of this study was to explore and characterize self-described experiences of community violence among adults with chronic health conditions. DESIGN: Qualitative study design was implemented in 2017 using in-depth, semi-structured focus groups and interviews; data were collected from two clinical sites located in geographic epicenters of high violent crime in Chicago. PARTICIPANTS: Adult patients, ages 35 years and older, who had at least one chronic condition. APPROACH: Data were analyzed using grounded theory and the constant comparison method. KEY RESULTS: The overall sample (N = 51) was predominantly female (67%) and black non-Hispanic (75%); a large proportion had hypertension (65%), arthritis (55%), obesity (53%), and/or diabetes (45%). The majority reported that a close friend or family member was seriously injured or killed due to community violence (71%); a similar proportion had never discussed their experiences of community violence with a healthcare provider (73%). Several major themes emerged: (1) perceived risk of being targeted, (2) chronic stress and worry, (3) hypervigilance, (4) social breakdown, (5) chronic isolation, (6) constrained choice (loss of freedom), (7) limited access to material resources, and (8) inadequate healthcare responses. CONCLUSIONS: Patients often struggled to balance the challenges imposed by community violence with the demands of living with and managing their chronic conditions. Emergent themes may inform practical targets for addressing community violence as a social determinant of health in vulnerable populations.",1
"We developed transgenic (Tg) mice modeling an autosomally inherited mitochondrial disease, chronic progressive external ophthalmoplegia, patients with which sometimes have comorbid mood disorders. The mutant animals exhibited bipolar disorder-like phenotypes, such as a distorted day-night rhythm and a robust activity change with a period of 4-5 days, and the behavioral abnormalities were  improved by lithium. In this study, we tested the effect of electroconvulsive stimulation (ECS) on the behavioral abnormalities of the model. Electroconvulsive therapy, which has long been used in clinical practice, provides fast-acting relief to depressive patients and drug-resistant patients. We performed long-term recordings of wheel-running activity of Tg and non-Tg mice. While recording, we administrated a train of ECS to mice, six times over two weeks or three times over a week. The treatment ameliorated the distorted day-night rhythm within three times of ECS, but it had no effect on the activity change with a period of  4-5 days in the female mice. To study the mechanism of the action, we investigated whether ECS could alter the circadian phase but found no influence on the circadian clock system. The potent and fast-acting efficacy of ECS in the  mutant mice supports the predictive validity of the mice as a model of bipolar disorder. This model will be useful in developing a safe and effective alternative to lithium or electroconvulsive therapy.",0
"BACKGROUND: Fetal death causes women to experience negative feelings after the loss. These lived experiences influence the future pregnancies and maternal health of women negatively. PURPOSE: The aim of this study was to investigate the experiences of women whose pregnancies were terminated because of medical indications. METHODS: A ""design for definitive status study"" type of qualitative research design was used. Ten women who were hospitalized between April and July 2017 at the Akdeniz University Clinic of Obstetrics and Gynecology and had subsequently experienced pregnancy loss during their hospitalization were enrolled as participants. Thematic analysis was used to analyze the data. RESULTS: The pregnancy loss experiences of participants were investigated under the five main themes of (a) lived experiences before the termination of pregnancy, (b) lived experiences after pregnancy termination, (c) willingness to see the baby after termination, (d) posttermination care requirements, and (e) physical condition of hospital rooms during hospitalization. The participants expressed feelings of hope, fear, and worry over being unsuccessful before fetal death and feelings of loneliness, disappointment, blame, and avoidance after fetal death. CONCLUSIONS/IMPLICATIONS FOR PRACTICE: In the aftermath of fetal death, health professionals should use insightful and empathic communication skills to help mothers cope with their loss. In addition, some of the participants wanted to see their babies, and some did not. Thus, individualized care is very important for women who experience pregnancy loss.",1
"BACKGROUND: Headache and musculoskeletal pain are associated with both physical and mental health symptoms, which together are mutually reinforcing. Addressing mental and physical health symptoms (including pain) concomitantly may provide an effective and efficient way to improve outcomes in this population. We tested an  evidence-based, eight-session multimodal group program, the Relaxation Response Resiliency Program (3RP), in patients with headache and musculoskeletal pain. A total of 109 adults (30 with headaches, 79 with musculoskeletal pain). METHODS: Participant were 109 adults (30 with headaches, 79 with musculoskeletal  pain) referred by their medical doctor, who completed a battery of questionnaires before and after completion of the 3RP. RESULTS: On average, patients with headache and musculoskeletal pain had higher pretreatment scores for anxiety, depression, and somatization symptoms than the nonpatient normative sample for the Symptom Checklist 90-Revised. Significant improvements were identified from pre- to post-treatment in all mental health symptoms (moderate to large effects) and frequency of pain and co-occurring physical health symptoms (small to moderate effects). Patients also reported significant decreases in degree of discomfort and life interference, which were relatively more modest in the musculoskeletal pain group compared with the headache group. CONCLUSIONS: Overall, results of this study suggest that the 3RP may be an effective treatment for reducing pain and psychological symptoms in patients with headaches and musculoskeletal pain. Future work is needed to evaluate the 3RP via a randomized clinical trial in these patient populations.",0
"INTRODUCTION: As Hurricane Katrina bore down on New Orleans in August 2005, the city's mandatory evacuation prompted the exodus of an estimated 80% of its 485,000 residents. According to estimates from the US Centers for Disease Control and Prevention (CDC), at least 18 states subsequently hosted more than 200,000 evacuees. HYPOTHESIS/PROBLEM: In this case study, ""Operation Helping Hands"" (OHH), the Massachusetts health and medical response in assisting Hurricane Katrina evacuees is described. Operation Helping Hands represents the largest medical response to  evacuees in recent Massachusetts history. METHODS: The data describing OHH were derived from a series of structured interviews conducted with two leading public health officials directing planning  efforts, and a sample of first responders with oversight of operations at the evacuation site. Also, a literature review was conducted to identify similar experiences, common challenges, and lessons learned. RESULTS: Activities and services were provided in the following areas: (1) administration and management; (2) medical and mental health; (3) public health;  and (4) social support. This study adds to the knowledge base for future evacuation and shelter planning, and presents a conceptual framework that could be used by other researchers and practitioners to describe the process and outcomes of similar operations. CONCLUSIONS: This study provides a description of the planning and implementation efforts of the largest medical evacuee experience in recent Massachusetts history, an effort that involved multiple agencies and partners. The conceptual framework can inform future evacuation and shelter initiatives at the state and national levels, and promotes the overarching public health goal of the highest attainable standard of health for all.",0
"Lifestyle-related factors influence risk of endometrial and ovarian cancers, but  few studies have examined their joint associations with risk of these cancers. Using multivariable Cox regression models, we assessed the association of a healthy lifestyle index (HLI-a composite score (range, 0-20) involving diet, alcohol consumption, physical activity, body mass index, and smoking; higher scores represent healthier behavior) with risk of endometrial and ovarian cancers among 108,136 postmenopausal women who were recruited in the US Women's Health Initiative study between 1993 and 1998. After a median follow-up of 17.9 years, 1,435 endometrial cancer cases and 904 ovarian cancer cases had been ascertained. Women in the highest quintile of the HLI score had a lower risk of overall, type  I, well-differentiated, moderately differentiated, poorly differentiated, and localized endometrial cancer than those in the lowest quintile (for quintile 5 vs. quintile 1, hazard ratio (HR) = 0.61 (95% CI: 0.51, 0.72), HR = 0.60 (95% CI: 0.49, 0.72), HR = 0.66 (95% CI: 0.46, 0.96), HR = 0.69 (95% CI: 0.52, 0.90), HR = 0.49 (95% CI: 0.34, 0.72), and HR = 0.61 (95% CI: 0.50, 0.74), respectively). The HLI score had a weak positive association with risk of serous ovarian cancer. Our findings underscore the potential importance of a healthy lifestyle in lowering endometrial cancer risk among postmenopausal women.",0
"Little is known regarding how hypoglycemia and associated fears influence day-to-day life among adults with type 1 diabetes (T1DM) who use contemporary diabetes management strategies. To address this gap, we performed an exploratory qualitative study with five focus groups of 30 people aged 20 to 57 years with T1DM. Sessions were audiotaped and transcribed, and then analyzed. Eight themes emerged: (a) hypoglycemic worry, (b) unpredictability and loss of control, (c) contending with life stress, (d) exercise benefits and challenges, (e) a changed relationship with food, (f) sleep fears, (g) a love/hate relationship with technology, and (h) coping strategies to make it better. Fear of hypoglycemia, diabetes management, and work demands confer a high degree of stress. Challenges surround food, exercise, and sleep. Technology is important but does not relieve fear of hypoglycemia. Developing strong coping skills and creating a safety net of support are necessary.",1
"A non-pharmacological method to reduce anxiety is ""progressive relaxation"" (PR).  The aim of the method is to reduce mental stress and associated mental processes  by means of progressive suppression of muscle tension. The study was addressed to evaluate changes in brain glucose metabolism induced by PR in patients under a stressing state generated by a diagnostic medical intervention. The effect of PR  was compared to a dose of sublingual diazepam, with the prediction that both interventions would be associated with a reduction in brain metabolism. Eighty-four oncological patients were assessed with 18F-fluorodeoxyglucose-positron emission tomography. Maps of brain glucose distribution from 28 patients receiving PR were compared with maps from 28 patients receiving sublingual diazepam and with 28 patients with no treatment intervention. Compared to reference control subjects, the PR and diazepam groups  showed a statistically significant, bilateral and generalized cortical hypometabolism. Regions showing the most prominent changes were the prefrontal cortex and anterior cingulate cortex. No significant differences were identified  in the direct comparison between relaxation technique and sublingual diazepam. Our findings suggest that relaxation induced by a physical/psychological procedure can be as effective as a reference anxiolytic in reducing brain activity during a stressful state.",0
"BACKGROUND AND OBJECTIVES: Repetitive thought is a trans-diagnostic risk-factor for development of psychopathology. Research on repetitive thought in bereaved individuals has focused primarily on clarifying the role of rumination, repetitive thinking about past negative events and/or negative emotions. While detrimental effects of rumination have been demonstrated following bereavement, surprisingly few studies have aimed to clarify the role of worry, repetitive thinking about potential future negative events, in adjustment to loss. This study sought to fill this gap in knowledge. METHODS/DESIGN: One hundred eighty-three bereaved individuals (85.3% women) filled out questionnaires on sociodemographic and loss-related characteristics, worry, and symptom measures of depression, anxiety, and prolonged grief. After six months, 155 participants completed worry and symptom measures again. Using multiple regression analyses, concurrent and longitudinal associations between loss-related variables, worry, and symptoms of psychopathology were examined. RESULTS: Main results were that worry was strongly positively associated with symptoms of anxiety, depression and prolonged grief concurrently and also predicted higher levels of anxiety, depression and prolonged grief longitudinally. CONCLUSIONS: Findings suggest that worry influences adjustment to bereavement negatively and may be a potential target in grief therapy, especially when aiming to reduce anxiety.",1
"BACKGROUND AND OBJECTIVES: Rumination, a risk factor in adjustment to bereavement, has often been considered a confrontation process. However, building on research on worry in generalized anxiety disorder (GAD) and rumination in post-traumatic stress disorder (PTSD), researchers recently developed the Rumination as Avoidance Hypothesis (RAH), which states that rumination after bereavement serves to avoid the reality of the loss. In the present study, RAH was tested by investigating if rumination is associated with implicit loss avoidance. METHODS: An Approach Avoidance Task (AAT) was used to assess automatic behavior tendencies. Using a joystick, 71 persons who recently lost a first-degree relative (90.1% women), pulled stimuli toward themselves or pushed them away from themselves. Stimuli represented the loss (picture deceased + loss word), were loss-related but ambiguous (picture deceased + neutral word; picture stranger + loss word), or were non-loss-related (picture stranger + neutral word; puzzle picture + X's). RESULTS: Participants who ruminated more were relatively faster in pushing loss stimuli away from themselves and slower in pulling loss stimuli towards themselves, implying more rumination was associated with stronger implicit loss avoidance. Effects were maintained after controlling for depressive or post-traumatic stress symptom levels, but not when controlling for prolonged grief symptom levels. LIMITATIONS: Conjugally bereaved women were overrepresented in the sample, which limits generalizability of results. The study was correlational, precluding causal inferences. CONCLUSIONS: In line with RAH, rumination was positively associated with loss avoidance. This may indicate that the application of exposure-based techniques can reduce rumination and loss-related psychopathology.",1
