OBJECTIVE: Life-threatening danger is assumed to produce in tandem increases in both vigilance toward threat and stress-related symptoms but no data test the validity of this assumption.,1
The authors examined associations in real time among imminent life-threatening danger stress-related symptoms and vigilance.,1
METHOD: Symptoms of posttraumatic stress disorder (PTSD) depression and anxiety were measured in a civilian population (N=131) as a function of war-related stress operationalized as the time available for seeking cover from rocket attack.,0
A computerized measure of threat-related vigilance using a classic dot-probe attention task was also collected.,1
RESULTS: PTSD symptoms depression and anxiety increased as a function of war-related threat.,0
Acute proximal threat was associated with avoidance of rather than vigilance toward negative valence information.,0
For participants within rocket range the magnitude of threat bias varied with the magnitude of distress symptoms such that as bias away from threat increased distress symptoms increased.,1
CONCLUSIONS: These data challenge current thinking about the role of attention in stress responding.,0
Attentional threat avoidance may reduce the acute impact of imminent threat but this may come at a price in terms of an elevated risk for psychopathology.,1
Learned safety a learning process in which a cue becomes associated with the absence of threat is disrupted in individuals with post-traumatic stress disorder (PTSD).,0
A bi-directional relationship exists between smoking and PTSD and one potential explanation is that nicotine-associated changes in cognition facilitate PTSD emotional dysregulation by disrupting safety associations.,0
Therefore we investigated whether nicotine would disrupt learned safety by enhancing fear associated with a safety cue.,1
In the present study C57BL/6 mice were administered acute or chronic nicotine and trained over three days in a differential backward trace conditioning paradigm consisting of five trials of a forward conditioned stimulus (CS)+ (Light) co-terminating with a footshock unconditioned stimulus followed by a backward CS- (Tone) presented 20 s after cessation of the unconditioned stimulus.,1
Summation testing found that acute nicotine disrupted learned safety but chronic nicotine had no effect.,0
Another group of animals administered acute nicotine showed fear when presented with the backward CS (Light) alone indicating the formation of a maladaptive fear association with the backward CS.,1
Finally we investigated the brain regions involved by administering nicotine directly into the dorsal hippocampus ventral hippocampus and prelimbic cortex.,1
Infusion of nicotine into the dorsal hippocampus disrupted safety learning.,0
There is mounting evidence that single administrations of glucocorticoids may acutely reduce human fear.,0
We previously reported that administration of cortisol acutely reduced non-spatial selective attention to fearful faces and likewise reduced preferential processing of fearful faces in a spatial working memory task.,1
