BACKGROUND: Research suggests that interaction between humans and digital environments characterizes a form of companionship in addition to technical convenience.,0
To this effect humans have attempted to design computer systems able to demonstrably empathize with the human affective experience.,0
Facial electromyography (EMG) is one such technique enabling machines to access to human affective states.,0
Numerous studies have investigated the effects of valence emotions on facial EMG activity captured over the corrugator supercilii (frowning muscle) and zygomaticus major (smiling muscle).,0
The arousal emotion specifically has not received much research attention however.,0
In the present study we sought to identify intensive valence and arousal affective states via facial EMG activity.,1
METHODS: Ten blocks of affective pictures were separated into five categories: neutral valence/low arousal (0VLA) positive valence/high arousal (PVHA) negative valence/high arousal (NVHA) positive valence/low arousal (PVLA) and negative valence/low arousal (NVLA) and the ability of each to elicit corresponding valence and arousal affective states was investigated at length.,0
One hundred and thirteen participants were subjected to these stimuli and provided facial EMG.,0
A set of 16 features based on the amplitude frequency predictability and variability of signals was defined and classified using a support vector machine (SVM).,0
RESULTS: We observed highly accurate classification rates based on the combined corrugator and zygomaticus EMG ranging from 75.69% to 100.00% for the baseline and five affective states (0VLA PVHA PVLA NVHA and NVLA) in all individuals.,0
There were significant differences in classification rate accuracy between senior and young adults but there was no significant difference between female and male participants.,0
CONCLUSION: Our research provides robust evidences for recognition of intensive valence and arousal affective states in young and senior adults.,0
These findings contribute to the successful future application of facial EMG for identifying user affective states in human machine interaction (HMI) or companion robotic systems (CRS).,0
BACKGROUND: Substantial evidence shows that physical activities of daily living are positively correlated with affective states in middle-aged and older adults.,1
However people's physical activity decreases when they grow older and conditions that enhance older individuals' physical activities of daily living are not well understood.,0
PURPOSE: This study investigated need satisfaction (competence relatedness and autonomy) and its moderating effect on the within-subject relation between physical activities of daily living and three dimensions of affective states (valence energetic arousal and calmness) based on an ambulatory assessment that used activity-triggered e-diaries.,1
METHOD: The physical activities of daily living of 68 adults aged 50+ (mean age = 60.1 +/- 7.1) were measured objectively for three consecutive days and need satisfaction and affective states were assessed as a function of the amount of physical activity during the preceding 10 min before the affect measurement (in activity-triggered e-diaries).,0
Hierarchical multilevel analyses were performed.,0
RESULTS: Need satisfaction was significantly and positively correlated with the three dimensions of affective states.,0
Further physical activities of daily living were significantly associated with energetic arousal and calmness but not valence.,1
However when physical activities of daily living were more autonomously regulated the association of physical activities of daily living and valence became significant and positive.,0
CONCLUSION: The findings regarding the significant moderating effects of need satisfaction are crucial for interventions aiming to improve the health-enhancing effects of physical activity in adults aged 50+.,0
Positive feelings owing to physical activities in daily living depend on the extent that psychological needs are satisfied.,0
Despite the well-documented positive effect of exercise on health outcomes most people do not succeed in exercising regularly.,0
In addition to several other influences affective states seem to support exercise participation.,0
Associations between exercise and affect have been shown in the laboratory.,0
However the dynamic relation between affect and exercise in daily life is not yet well-understood.,0
The objective of this study was to investigate the bi-directional effect of momentary affective states on naturally occurring exercise and vice versa in healthy participants in real-life environments by applying an ecological momentary assessment design.,1
