Acute_Threat_Fear
30555220	0.23377982
29515465	0.6494586
12390587	0.0796209
16281194	0.46770892
29329979	0.408297
22542915	0.5756134
27774680	0.49023253
27348069	0.6599434
23169690	0.35428846
22626868	0.6036141
26048679	0.50059813
15337864	0.56952953
16563589	0.64173794
30708402	0.8355676
23869194	0.1459589
19201093	0.26337975
26319210	0.65641654
22592105	0.22605252
20797918	0.46655378
26210058	0.52925575
24813833	0.2233401
30379643	0.6741937
21626478	0.20854446
21733208	0.6539583
23922655	0.58071446
28390494	0.5399293
25530986	0.70878804
29779574	0.5157261
28838469	0.9082321
27634145	0.6303882
25448265	0.7207275
25811262	0.2661937
27280966	0.37156928
24920956	0.49014118
26370206	0.27323425
29110718	0.06602859
27789871	0.38958427
17131301	0.29962736
16458356	0.3171836
17156152	0.7298307
21251795	0.314102
26270268	0.25786734
24100470	0.5685072
19652680	0.36162138
27837570	0.00156122
26981581	0.60913765
24813436	0.22348154
12600704	0.7182945
29576116	0.3460822
15664017	0.5187491
7916235	0.8332137
11115203	0.42771763
31000694	0.82481897
25012621	0.61897916
22585232	0.5794457
15853189	0.37392807
14518156	0.33140105
24899597	0.6927242
11778420	0.5843102
22282119	0.7254051
6424169	0.19300857
20947066	0.4584718
3449053	0.49289358
17284275	0.27026522
17620910	0.31167775
30947514	0.48875824
16555061	0.38116002
28393598	0.18441886
25592213	0.64329404
30284333	0.28753883
18555267	0.42134824
22508996	0.12254664
25047726	0.42827687
21996304	0.87044203
27775	0.36151662
11430288	0.5008259
23340244	0.63848555
15282214	0.33890557
19493626	0.53700364
