Loss
28454858	0.6056311
30248733	0.2480301
17149110	0.2929802
30587168	0.15219197
26988765	0.28155202
28676467	0.08754751
29603147	0.12969154
26685323	0.16846225
28323747	0.05626488
26490569	0.3995165
15589775	0.17792395
27010424	0.21569794
28990835	0.24226543
19030692	0.2992953
29529930	0.2997377
26946678	0.52180547
18595973	0.13006684
28190649	0.10041118
28478692	0.07990164
27810567	0.1144782
30370826	0.49735817
23471505	0.08323878
27625085	0.1341317
21218348	0.42932418
28150383	0.11188912
30717703	0.08480889
29327220	0.05457664
30475459	0.46067894
10538005	0.45853996
29378448	0.25539663
21886482	0.4650771
23205237	0.12348843
19841949	0.13265592
30779290	0.20006478
27076502	0.01708472
30783313	0.09240758
24845781	0.19822195
28856136	0.17098862
26440384	0.21389332
10661001	0.48189163
30046425	0.15383926
21649685	0.3213622
27539501	0.27496824
27031318	0.2629186
25892060	0.14886555
24918824	0.33843482
19893869	0.09026417
24064686	0.3234343
27919389	0.04375014
24272197	0.24493328
19862680	0.25435653
22427954	0.09787533
22754284	0.45865634
22265225	0.17421317
28220089	0.4020939
22083180	0.33754092
21522060	0.250238
21986193	0.3167481
27000795	0.06332931
24020426	0.16780746
17147098	0.37319523
18831309	0.47398514
27199271	0.2673403
20077992	0.45662677
19425317	0.04945794
16569301	0.4314522
22226572	0.18486696
24072335	0.1192987
26600705	0.15226597
14695502	0.52113134
18431552	0.31287044
28869033	0.12202305
17927921	0.00039625
23013843	0.12561032
27943570	0.09219757
18512998	0.52723426
20497281	0.13051715
24848262	0.25059974
18929341	0.30738893
17618467	0.1483917
19919550	0.36171174
11754134	0.56189984
26991024	0.1801484
28126098	0.3392873
22575329	0.7679217
18558909	0.23154718
18808300	0.18176869
18207694	0.13860095
19036534	0.6334865
18321028	0.22724694
17666380	0.53286785
23750563	0.14993602
21471305	0.29413587
26247699	0.07104823
31062863	0.46255392
23882377	0.5021147
8204711	0.23166075
27891021	0.20444673
20535083	0.11255354
19635661	0.18333575
25186250	0.24217257
24302820	0.12021098
21486707	0.3236822
24748992	0.07666123
20803202	0.22198647
22464284	0.34434527
28856721	0.11513597
27637486	0.19727784
18085072	0.2975788
22027080	0.25322613
20003516	0.15603909
19697245	0.31141788
22276999	0.40968174
17057049	0.06501523
22103803	0.31549802
18721640	0.47925884
25643004	0.12931511
25356311	0.11867061
26905329	0.1793803
8419717	0.4237535
22316641	0.21813273
26598937	0.10234886
26026952	0.13719836
19647506	0.20147124
20063397	0.42058343
24164549	0.03720814
20220670	0.31313917
22683166	0.08634463
25006191	0.10921812
30958101	0.08444992
16600981	0.21706235
24973486	0.2961756
27896390	0.28484398
19968725	0.38818455
21933393	0.16917536
22396683	0.16754955
28297148	0.43860948
21073775	0.04005332
